"DATE","TITLE","ACTIVITY"
"Jan 14, 2017 07:56","Part 2i - Summary of Contributions and Transfers Received",""

SUMMARY_DATA
"Client_id","Registered_association","Fiscal_period","Total_monetary_contributions-Contributions_from_individuals","Total_non-monetary_contributions-Contributions_from_individuals","Total_contributions-Contributions_from_individuals","Total_number_of_contributors-Contributions_from_individuals","Total_monetary_contributions-Contributions_from_corporations","Total_non-monetary_contributions-Contributions_from_corporations","Total_contributions-Contributions_from_corporations","Total_number_of_contributors-Contributions_from_corporations","Total_monetary_contributions-Contributions_from_trade_unions","Total_non-monetary_contributions-Contributions_from_trade_unions","Total_contributions-Contributions_from_trade_unions","Total_number_of_contributors-Contributions_from_trade_unions","Total_monetary_contributions-Contributions_from_associations","Total_contributions-Contributions_from_associations","Total_number_of_contributors-Contributions_from_associations","Total_monetary_contributions-Total_of_all_contributions","Total_non-monetary_contributions-Total_of_all_contributions","Total_contributions-Total_of_all_contributions","Total_number_of_contributions-Total_of_all_contributions","Total_monetary_transfers-Transfers_received_from_registered_parties","Total_non-monetary_transfers-Transfers_received_from_registered_parties","Total_transfers-Transfers_received_from_registered_parties","Total_monetary_transfers-Transfers_received_from_registered_associations","Total_non-monetary_transfers-Transfers_received_from_registered_associations","Total_transfers-Transfers_received_from_registered_associations","Total_monetary_transfers-Transfers_received_from_candidates","Total_non-monetary_transfers-Transfers_received_from_candidates","Total_transfers-Transfers_received_from_candidates","Total_monetary_transfers-Transfers_received_from_leadership_contestants","Total_transfers-Transfers_received_from_leadership_contestants","Total_monetary_transfers-Transfers_received_from_nomination_contestants","Total_transfers-Transfers_received_from_nomination_contestants","Total_monetary_transfers-Total_transfers_received","Total_non-monetary_transfers-Total_transfers_received","Total_transfers-Total_transfers_received","Total_monetary_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received","Total_non-monetary_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received","Total_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received"
"3424","Thunder Bay--Superior North Federal Liberal Association","2004","375","","375","2","","","","","","","","","","","","375","","375","2","","","","","","","","","","","","","","","","","375","","375"
"6183","Thunder Bay--Superior North Federal Liberal Association","2005","1635.4","","1635.4","3","","","0","0","","","0","0","","","0","1635.4","0","1635.4","3","","","0","","","0","","","0","","0","","0","0","0","0","1635.4","0","1635.4"
"9920","Thunder Bay--Superior North Federal Liberal Association","2006","3858.03","","3858.03","10","1100","","1100","3","","","","","","","","4958.03","","4958.03","13","","","","","","","","","","","","","","","","","4958.03","","4958.03"
"3086","Thunder Bay--Superior North Federal NDP Riding Association","2004","18827.63","","18827.63","192","300","","300","1","","","0","0","","","0","19127.63","0","19127.63","193","350","","350","","","0","1607.16","","1607.16","","0","","0","1957.16","0","1957.16","21084.79","0","21084.79"
"6280","Thunder Bay--Superior North Federal NDP Riding Association","2005","16755","","16755","115","","","0","0","","","0","0","","","0","16755","0","16755","115","4622.46","","4622.46","","","0","","","0","","0","","0","4622.46","0","4622.46","21377.46","0","21377.46"
"10017","Thunder Bay--Superior North Federal NDP Riding Association","2006","6972","314","7286","59","250","0","250","1","0","0","0","0","0","0","0","7222","314","7536","60","11182.52","0","11182.52","0","0","0","10142.91","2120","12262.91","0","0","0","0","21325.43","2120","23445.43","28547.43","2434","30981.43"
"3948","Timmins--James Bay Conservative Association","2004","5263","","5263","45","1820","","1820","10","","","0","0","","","0","7083","0","7083","55","1080.6","","1080.6","","","0","","","0","","0","","0","1080.6","0","1080.6","8163.6","0","8163.6"
"7016","Timmins--James Bay Conservative Association","2005","2710","","2710","12","150","","150","1","","","0","0","","","0","2860","0","2860","13","","","0","","","0","","","0","","0","","0","0","0","0","2860","0","2860"
"10750","Timmins--James Bay Conservative Association","2006","2656","","2656","15","75","","75","1","","","","","","","","2731","","2731","16","","","","","","","2372.35","","2372.35","","","","","2372.35","","2372.35","5103.35","","5103.35"
"3426","Timmins--James Bay Federal Liberal Association","2004","500","","500","3","","","","","","","","","","","","500","","500","3","16959","500","17459","","","","","","","","","","","16959","500","17459","17459","500","17959"
"6184","Timmins--James Bay Federal Liberal Association","2005","21590","","21590","49","11400","","11400","20","","","","","","","","32990","","32990","69","5085","","5085","","","","","","","","","","","5085","","5085","38075","","38075"
"9921","Timmins--James Bay Federal Liberal Association","2006","10269.12","","10269.12","49","23230.36","","23230.36","41","","","","","","","","33499.48","","33499.48","90","6133.8","","6133.8","","","","","","","","","","","6133.8","","6133.8","39633.28","","39633.28"
"3087","Timmins--James Bay Federal NDP Riding Association","2004","22158.22","","22158.22","166","2785","","2785","14","350","","350","2","","","0","25293.22","0","25293.22","182","","","0","","","0","","","0","","0","","0","0","0","0","25293.22","0","25293.22"
"6470","Timmins--James Bay Federal NDP Riding Association","2005","34381.88","","34381.88","232","4392.9","","4392.9","21","474.2","","474.2","3","","","0","39248.98","0","39248.98","256","4114.08","","4114.08","2500","","2500","","","0","","0","","0","6614.08","0","6614.08","45863.06","0","45863.06"
"10207","Timmins--James Bay Federal NDP Riding Association","2006","14980.6","","14980.6","122","6848.15","","6848.15","21","","","0","0","","","0","21828.75","0","21828.75","143","16867.6","","16867.6","295.55","","295.55","602.53","","602.53","","0","","0","17765.68","0","17765.68","39594.43","0","39594.43"
"2901","Tobique--Mactaquac Conservative Association","2004","","","","","","","","","","","","","","","","","","","","","","","33986.66","","","","","","","","","","33986.66","","","33986.66","",""
"6587","Tobique--Mactaquac Conservative Association","2005","","","","","","","","","","","","","","","","","","","","2325.35","","","","","","","","","","","","","","","","2325.35","",""
"10322","Tobique--Mactaquac Conservative Association","2006","1255.99","","1255.99","51","","","","","","","","","","","","1255.99","","1255.99","51","","","","","","","827.56","","827.56","","","","","827.56","","827.56","2083.55","","2083.55"
"3605","Tobique--Mactaquac Federal Liberal Association","2004","23662.84","","","","38705","","","","","","","","","","","62367.84","","","","","","","23237.1","","","","","","","","","","23237.1","","","85604.94","",""
"6209","Tobique--Mactaquac Federal Liberal Association","2005","13583.65","","13583.65","95","15991.05","","15991.05","67","","","","","398.48","398.48","1","29973.18","","29973.18","163","","","","","","","","","","","","","","","","","29973.18","","29973.13"
"9946","Tobique--Mactaquac Federal Liberal Association","2006","12100","","12100","52","20250","","20250","59","","","","","","","","32350","","32350","111","","","","","","","","","","","","","","","","","32350","","32350"
"3934","Tobique--Mactaquac Federal NDP Riding Association","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7028","Tobique--Mactaquac Federal NDP Riding Association","2005","3925.5","","3925.5","46","","105","105","1","","","","","","","","3925.5","105","4030.5","47","","","","","","","351.64","","351.64","","","","","351.64","","351.64","4277.14","105","4382.14"
"10762","Tobique--Mactaquac Federal NDP Riding Association","2006","18","","18","3","","","0","0","","","0","0","","","0","18","0","18","3","","","0","","","0","","","0","","0","","0","0","0","0","18","0","18"
"3949","Toronto Centre Conservative Association","2004","23375","","23375","77","2325","","2325","7","","","","","","","","25700","","25700","84","1256.87","","1256.87","8000","","8000","","","","","","","","9256.87","","9256.87","34956.87","","34956.87"
"7030","Toronto Centre Conservative Association","2005","79242.87","","79242.87","212","6765.41","","6765.41","14","","","","","","","","86008.28","","86008.28","226","3828.29","0","3828.29","","","","","","","","","","","3828.29","","3828.29","89836.57","","89836.57"
"10764","Toronto Centre Conservative Association","2006","8030","","8030","28","1000","","1000","1","","","","","","","","9030","","9030","29","3680","","3680","","","","17709.04","","17709.04","","","","","21389.04","","21389.04","30419.04","","30419.04"
"2957","Toronto Centre Federal Green Party Association","2004","1327","","1327","62","1000","","1000","1","","","0","0","","","0","2327","0","2327","63","","","0","","","0","8","","8","","0","","0","8","0","8","2335","0","2335"
"6514","Toronto Centre Federal Green Party Association","2005","5335","","5335","44","400","","400","1","","","0","0","","","0","5735","0","5735","45","340","","340","","","0","","","0","","0","","0","340","0","340","6075","0","6075"
"10251","Toronto Centre Federal Green Party Association","2006","1960","","1960","5","","","","","","","","","","","","1960","","1960","5","1802.31","0","1802.31","100","","100","13.93","","13.93","","","","","1916.24","","1916.24","3876.24","","3876.24"
"2917","Toronto Centre Federal Liberal Association","2004","70346.27","","70346.27","197","4400","","4400","8","","","","","","","","74746.27","","74746.27","205","","","","","","","25646.25","","25646.25","","","","","25646.25","","25646.25","100392.52","","100392.52"
"6891","Toronto Centre Federal Liberal Association","2005","32901.77","","32901.77","124","6757.09","","6757.09","15","","","0","0","","","0","39658.86","0","39658.86","139","29082.81","","29082.81","","","0","21259.79","","21259.79","","0","","0","50342.6","0","50342.6","90001.46","0","90001.46"
"10626","Toronto Centre Federal Liberal Association","2006","16793","","16793","57","5612.16","","5612.16","7","","","","","","","","22405.16","","22405.16","64","14736.25","","14736.25","","","","10311","","10311","","","","","25047.25","","25047.25","47452.41","","47452.41"
"3088","Toronto Centre Federal NDP Riding Association","2004","80710","","80710","427","550","","550","3","","","0","0","","","0","81260","0","81260","430","320","","320","","","0","","","0","","0","","0","320","0","320","81580","0","81580"
"6328","Toronto Centre Federal NDP Riding Association","2005","91728","","91728","449","250","","250","1","","","0","0","","","0","91978","0","91978","450","8440.66","","8440.66","","","0","12020.48","","12020.48","","0","","0","20461.14","0","20461.14","112439.14","0","112439.14"
"10065","Toronto Centre Federal NDP Riding Association","2006","33990","","33990","195","","","0","0","","","0","0","","","0","33990","0","33990","195","1000","","1000","","","0","349.73","6152.5","6502.23","","0","","0","1349.73","6152.5","7502.23","35339.73","6152.5","41492.23"
"2788","Toronto--Danforth Conservative Association","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6588","Toronto--Danforth Conservative Association","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10323","Toronto--Danforth Conservative Association","2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3653","Toronto--Danforth Federal Green Party Association","2004","2280","","2280","10","1200","","1200","2","","","","","","","","3480","","3480","12","350","","350","200","","200","5052.37","","5052.37","","","","","5602.37","","5602.37","9082.37","","9082.37"
"6978","Toronto--Danforth Federal Green Party Association","2005","1760","","1760","11","","","","","","","","","","","","1760","","1760","11","100","","100","","","","","","","","","","","100","","100","1860","","1860"
"10712","Toronto--Danforth Federal Green Party Association","2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3498","Toronto--Danforth Federal Liberal Riding Association","2004","28690.04","","","","20480.86","","","","","","","","","","","49170.9","","","","","","","","","","20000","","","","","","","20000","","","69170.9","",""
"6185","Toronto--Danforth Federal Liberal Riding Association","2005","3280","","3280","47","200","","200","1","","","","","100","100","1","3580","","3580","49","","","","","","","","","","","","","","","","","3580","","3580"
"9922","Toronto--Danforth Federal Liberal Riding Association","2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5865.5","0","5865.5","0","0","0","470.92","0","470.92","0","0","0","0","6336.42","0","6336.42","6336.42","0","6336.42"
"3160","Toronto--Danforth Federal NDP Riding Association","2004","33674.73","","33674.73","226","5340","","5340","10","","","0","0","","","0","39014.73","0","39014.73","236","30359.75","","30359.75","","","0","56828.56","4540","61368.56","","0","","0","87188.31","4540","91728.31","126203.04","4540","130743.04"
"6270","Toronto--Danforth Federal NDP Riding Association","2005","58422.5","","58422.5","360","1540","","1540","2","","","0","0","","","0","59962.5","0","59962.5","362","8857","","8857","","","0","","","0","","0","","0","8857","0","8857","68819.5","0","68819.5"
"10007","Toronto--Danforth Federal NDP Riding Association","2006","21015","","21015","117","","","","","","","","","","","","21015","0","21015","117","15145.77","","15145.77","","","","3839.47","8551","12390.47","","","","","18985.24","8551","27536.24","40000.24","8551","48551.24"
"2790","Trinity--Spadina Conservative Association","2004","14442.21","800","15242.21","75","1563.38","","1563.38","7","","","0","0","","","0","16005.59","800","16805.59","82","7592.29","","7592.29","1985.22","","1985.22","2.99","","2.99","","0","","0","9580.5","0","9580.5","25586.09","800","26386.09"
"6787","Trinity--Spadina Conservative Association","2005","18447.93","500","18947.93","92","2567.36","","2567.36","5","","","0","0","","","0","21015.29","500","21515.29","97","1318.05","","1318.05","0","","0","","","0","","0","","0","1318.05","0","1318.05","22333.34","500","22833.34"
"10522","Trinity--Spadina Conservative Association","2006","11651.6","444","12095.6","78","1342","0","1342","4","0","0","0","0","0","0","0","12993.6","444","13437.6","82","4438.8","0","4438.8","0","0","0","1276.97","0","1276.97","0","0","0","0","5715.77","0","5715.77","18709.37","444","19153.37"
"2958","Trinity--Spadina Federal Green Party Association","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6529","Trinity--Spadina Federal Green Party Association","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10266","Trinity--Spadina Federal Green Party Association","2006","400","","400","1","","","","","","","","","","","","400","","400","1","1965.5","","1965.5","","","","","","","","","","","1965.5","","1965.5","2365.5","","2365.5"
"3427","Trinity--Spadina Federal Liberal Association","2004","700","","700","4","400","","400","1","","","","","","","","1100","","1100","5","215266.85","","215266.85","","","","","","","","","","","215266.85","","215266.85","216366.85","0","216366.85"
"6186","Trinity--Spadina Federal Liberal Association","2005","56350","","56350","96","53750","","53750","106","","","","","","","","110100","","110100","202","8115.5","","8115.5","","","","28888.03","","28888.03","","","","","37003.53","","37003.53","147103.53","","147103.53"
"9923","Trinity--Spadina Federal Liberal Association","2006","600","","600","3","","","","","","","","","","","","600","","600","3","266.25","","266.25","","","","14776.19","","14776.19","","","","","15042.44","","15042.44","15642.44","","15642.44"
