"DATE","TITLE","ACTIVITY"
"24241","Saint-Hyacinthe--Bagot Federal NDP Riding Association","2012",
"25647","Saint-Hyacinthe--Bagot Federal NDP Riding Association","2013",
"27130","Saint-Hyacinthe--Bagot Federal NDP Riding Association","2014",
"12012","Saint-Jean Conservative Association","2007",
"13995","Saint-Jean Conservative Association","2008",
"17284","Saint-Jean Conservative Association","2009",
"18953","Saint-Jean Conservative Association","2010",
"20496","Saint-Jean Conservative Association","2011",
"23768","Saint-Jean Conservative Association","2012",
"25181","Saint-Jean Conservative Association","2013",
"26667","Saint-Jean Conservative Association","2014",
"12197","Saint-Jean Federal NDP Riding Association","2007",
"14178","Saint-Jean Federal NDP Riding Association","2008",
"17467","Saint-Jean Federal NDP Riding Association","2009",
"19136","Saint-Jean Federal NDP Riding Association","2010",
"20677","Saint-Jean Federal NDP Riding Association","2011",
"23949","Saint-Jean Federal NDP Riding Association","2012",
"25361","Saint-Jean Federal NDP Riding Association","2013",
"26847","Saint-Jean Federal NDP Riding Association","2014",
"12009","Saint-Lambert Conservative Association","2007",
"13992","Saint-Lambert Conservative Association","2008",
"17281","Saint-Lambert Conservative Association","2009",
"18950","Saint-Lambert Conservative Association","2010",
"20493","Saint-Lambert Conservative Association","2011",
"23765","Saint-Lambert Conservative Association","2012",
"25178","Saint-Lambert Conservative Association","2013",
"26664","Saint-Lambert Conservative Association","2014",
"12196","Saint-Lambert Federal NDP Riding Association","2007",
"27370","Saint-Laurent Federal Liberal Association","2014",
"12003","Saint-Laurent--Cartierville Conservative Association","2007",
"13986","Saint-Laurent--Cartierville Conservative Association","2008",
"17275","Saint-Laurent--Cartierville Conservative Association","2009",
"18944","Saint-Laurent--Cartierville Conservative Association","2010",
"20487","Saint-Laurent--Cartierville Conservative Association","2011",
"23759","Saint-Laurent--Cartierville Conservative Association","2012",
"25172","Saint-Laurent--Cartierville Conservative Association","2013",
"26658","Saint-Laurent--Cartierville Conservative Association","2014",
"11868","Saint-Laurent--Cartierville Federal NDP Riding Association","2007",
"13852","Saint-Laurent--Cartierville Federal NDP Riding Association","2008",
"17142","Saint-Laurent--Cartierville Federal NDP Riding Association","2009",
"18810","Saint-Laurent--Cartierville Federal NDP Riding Association","2010",
"20361","Saint-Laurent--Cartierville Federal NDP Riding Association","2011",
"23633","Saint-Laurent--Cartierville Federal NDP Riding Association","2012",
"25048","Saint-Laurent--Cartierville Federal NDP Riding Association","2013",
"26535","Saint-Laurent--Cartierville Federal NDP Riding Association","2014",
"12001","Saint-Léonard--Saint-Michel Conservative Association","2007",
"13984","Saint-Léonard--Saint-Michel Conservative Association","2008",
"17273","Saint-Léonard--Saint-Michel Conservative Association","2009",
"18942","Saint-Léonard--Saint-Michel Conservative Association","2010",
"20485","Saint-Léonard--Saint-Michel Conservative Association","2011",
"23757","Saint-Léonard--Saint-Michel Conservative Association","2012",
"25170","Saint-Léonard--Saint-Michel Conservative Association","2013",
"26656","Saint-Léonard--Saint-Michel Conservative Association","2014",
"11827","Saint-Léonard--Saint-Michel Federal Liberal Association","2007",
"13811","Saint-Léonard--Saint-Michel Federal Liberal Association","2008",
"17101","Saint-Léonard--Saint-Michel Federal Liberal Association","2009",
"18769","Saint-Léonard--Saint-Michel Federal Liberal Association","2010",
"20320","Saint-Léonard--Saint-Michel Federal Liberal Association","2011",
"23592","Saint-Léonard--Saint-Michel Federal Liberal Association","2012",
"25007","Saint-Léonard--Saint-Michel Federal Liberal Association","2013",
"27566","Saint-Léonard--Saint-Michel Federal Liberal Association","2014",
"26494","Saint-Léonard--Saint-Michel Federal Liberal Association","2014",
"11899","Saint-Léonard--Saint-Michel Federal NDP Riding Association","2007",
"13883","Saint-Léonard--Saint-Michel Federal NDP Riding Association","2008",
"17173","Saint-Léonard--Saint-Michel Federal NDP Riding Association","2009",
"18841","Saint-Léonard--Saint-Michel Federal NDP Riding Association","2010",
"20392","Saint-Léonard--Saint-Michel Federal NDP Riding Association","2011",
"23664","Saint-Léonard--Saint-Michel Federal NDP Riding Association","2012",
"25079","Saint-Léonard--Saint-Michel Federal NDP Riding Association","2013",
"26566","Saint-Léonard--Saint-Michel Federal NDP Riding Association","2014",
"11997","Saint-Maurice--Champlain Conservative Association","2007",
"13980","Saint-Maurice--Champlain Conservative Association","2008",
"17269","Saint-Maurice--Champlain Conservative Association","2009",
"18938","Saint-Maurice--Champlain Conservative Association","2010",
"20481","Saint-Maurice--Champlain Conservative Association","2011",
"23753","Saint-Maurice--Champlain Conservative Association","2012",
"25166","Saint-Maurice--Champlain Conservative Association","2013",
"26652","Saint-Maurice--Champlain Conservative Association","2014",
"27567","Saint-Maurice--Champlain Federal Liberal Association","2014",
"27614","Salaberry--Suroît Conservative Association","2014",
"27426","Salaberry--Suroît Federal Liberal Association","2014",
"12480","Sarnia--Lambton Christian Heritage Party","2007",
"14459","Sarnia--Lambton Christian Heritage Party","2008",
"17748","Sarnia--Lambton Christian Heritage Party","2009",
"19417","Sarnia--Lambton Christian Heritage Party","2010",
"20953","Sarnia--Lambton Christian Heritage Party","2011",
"24220","Sarnia--Lambton Christian Heritage Party","2012",
"25626","Sarnia--Lambton Christian Heritage Party","2013",
"27109","Sarnia--Lambton Christian Heritage Party","2014",
"12058","Sarnia--Lambton Conservative Association","2007",
"14041","Sarnia--Lambton Conservative Association","2008",
"17330","Sarnia--Lambton Conservative Association","2009",
"18999","Sarnia--Lambton Conservative Association","2010",
"20542","Sarnia--Lambton Conservative Association","2011",
"23814","Sarnia--Lambton Conservative Association","2012",
"25227","Sarnia--Lambton Conservative Association","2013",
"26713","Sarnia--Lambton Conservative Association","2014",
"12394","Sarnia--Lambton Federal Liberal Association","2007",
"14373","Sarnia--Lambton Federal Liberal Association","2008",
"17662","Sarnia--Lambton Federal Liberal Association","2009",
"19331","Sarnia--Lambton Federal Liberal Association","2010",
"20868","Sarnia--Lambton Federal Liberal Association","2011",
"24138","Sarnia--Lambton Federal Liberal Association","2012",
"25544","Sarnia--Lambton Federal Liberal Association","2013",
"27029","Sarnia--Lambton Federal Liberal Association","2014",
"27942","Sarnia--Lambton Federal Liberal Association","2014",
"12185","Sarnia--Lambton Green Party EDA","2007",
"14168","Sarnia--Lambton Green Party EDA","2008",
"17457","Sarnia--Lambton Green Party EDA","2009",
"19126","Sarnia--Lambton Green Party EDA","2010",
"20667","Sarnia--Lambton Green Party EDA","2011",
"23939","Sarnia--Lambton Green Party EDA","2012",
"11930","Sarnia--Lambton NDP Riding Association","2007",
"13913","Sarnia--Lambton NDP Riding Association","2008",
"17203","Sarnia--Lambton NDP Riding Association","2009",
"18871","Sarnia--Lambton NDP Riding Association","2010",
"20419","Sarnia--Lambton NDP Riding Association","2011",
"23691","Sarnia--Lambton NDP Riding Association","2012",
"25105","Sarnia--Lambton NDP Riding Association","2013",
"26592","Sarnia--Lambton NDP Riding Association","2014",
"27692","Saskatoon West Conservative Association","2014",
"27581","Saskatoon West Federal Liberal Association","2014",
"27590","Saskatoon--Grasswood Federal Liberal Association","2014",
"12180","Saskatoon--Humboldt Conservative Association","2007",
"14163","Saskatoon--Humboldt Conservative Association","2008",
"17452","Saskatoon--Humboldt Conservative Association","2009",
"19121","Saskatoon--Humboldt Conservative Association","2010",
"20662","Saskatoon--Humboldt Conservative Association","2011",
"23934","Saskatoon--Humboldt Conservative Association","2012",
"25347","Saskatoon--Humboldt Conservative Association","2013",
"26833","Saskatoon--Humboldt Conservative Association","2014",
"12608","Saskatoon--Humboldt Federal Green Party Association","2007",
"14584","Saskatoon--Humboldt Federal Green Party Association","2008",
"17862","Saskatoon--Humboldt Federal Green Party Association","2009",
"19525","Saskatoon--Humboldt Federal Green Party Association","2010",
"21048","Saskatoon--Humboldt Federal Green Party Association","2011",
"24311","Saskatoon--Humboldt Federal Green Party Association","2012",
"25715","Saskatoon--Humboldt Federal Green Party Association","2013",
"27194","Saskatoon--Humboldt Federal Green Party Association","2014",
"11808","Saskatoon--Humboldt Federal Liberal Association","2007",
"13792","Saskatoon--Humboldt Federal Liberal Association","2008",
"17082","Saskatoon--Humboldt Federal Liberal Association","2009",
"18750","Saskatoon--Humboldt Federal Liberal Association","2010",
"20301","Saskatoon--Humboldt Federal Liberal Association","2011",
"23573","Saskatoon--Humboldt Federal Liberal Association","2012",
"24988","Saskatoon--Humboldt Federal Liberal Association","2013",
"26475","Saskatoon--Humboldt Federal Liberal Association","2014",
"11653","Saskatoon--Humboldt New Democratic Party EDA","2007",
"13637","Saskatoon--Humboldt New Democratic Party EDA","2008",
"16927","Saskatoon--Humboldt New Democratic Party EDA","2009",
"18595","Saskatoon--Humboldt New Democratic Party EDA","2010",
"20147","Saskatoon--Humboldt New Democratic Party EDA","2011",
"23422","Saskatoon--Humboldt New Democratic Party EDA","2012",
"24840","Saskatoon--Humboldt New Democratic Party EDA","2013",
"26328","Saskatoon--Humboldt New Democratic Party EDA","2014",
"12005","Saskatoon--Rosetown--Biggar Conservative Association","2007",
"13988","Saskatoon--Rosetown--Biggar Conservative Association","2008",
"17277","Saskatoon--Rosetown--Biggar Conservative Association","2009",
"18946","Saskatoon--Rosetown--Biggar Conservative Association","2010",
"20489","Saskatoon--Rosetown--Biggar Conservative Association","2011",
"23761","Saskatoon--Rosetown--Biggar Conservative Association","2012",
"25174","Saskatoon--Rosetown--Biggar Conservative Association","2013",
"26660","Saskatoon--Rosetown--Biggar Conservative Association","2014",
"11807","Saskatoon--Rosetown--Biggar Federal Liberal Association","2007",
"13791","Saskatoon--Rosetown--Biggar Federal Liberal Association","2008",
"17081","Saskatoon--Rosetown--Biggar Federal Liberal Association","2009",
"18749","Saskatoon--Rosetown--Biggar Federal Liberal Association","2010",
"20300","Saskatoon--Rosetown--Biggar Federal Liberal Association","2011",
"23572","Saskatoon--Rosetown--Biggar Federal Liberal Association","2012",
"24987","Saskatoon--Rosetown--Biggar Federal Liberal Association","2013",
"26474","Saskatoon--Rosetown--Biggar Federal Liberal Association","2014",
"11771","Saskatoon--Rosetown--Biggar Federal NDP Riding Association","2007",
"13755","Saskatoon--Rosetown--Biggar Federal NDP Riding Association","2008",
"17045","Saskatoon--Rosetown--Biggar Federal NDP Riding Association","2009",
"18713","Saskatoon--Rosetown--Biggar Federal NDP Riding Association","2010",
